Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
0,SIMPLEX 70-0,446.000000,-,5.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
1,SIMPLEX 70-1,446.050000,-,5.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
2,SIMPLEX 70-2,446.100000,-,5.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
3,SIMPLEX 70-3,446.150000,-,5.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
4,SIMPLEX 70-4,446.200000,-,5.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
