Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
0,WTHR 1,162.550000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
1,WTHR 2,162.400000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
2,WTHR 3,162.425000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
3,WTHR 4,162.475000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,,
